,1,2,3,4,5,6,7,8,9,mx,my,mz,time
0,55.24169985467343,213.819226216779,82.55922821763747,213.819226216779,848.3981952475128,330.7079988017994,82.55922821763747,330.7079988017994,129.48069947301084,-36134.22981846566,-8679.894251389776,5930.427429703927,86110.0
1,75.49055624416994,252.35291720813004,94.67352660251713,252.35291720813004,860.6713528366656,325.7671688710096,94.67352660251713,325.7671688710096,123.88173266756577,-35867.75923792807,-8120.670531780749,6125.080550756382,85810.0
2,99.31563251566716,291.8604923131091,106.25503666716457,291.8604923131091,872.1782842474771,320.2076106551999,106.25503666716457,320.2076106551999,118.14463898827472,-35576.45547759741,-7555.826118460287,6315.492139017085,85510.0
3,126.90360760277726,332.33730236915517,117.25031683413327,332.33730236915517,882.868986369873,314.0073725937161,117.25031683413327,314.0073725937161,112.27392599472881,-35259.77620243529,-6985.594237054161,6501.398202609476,85210.0
4,158.46282916627928,373.7775247901939,127.59936862591859,373.7775247901939,892.68837701608,307.1424297254389,127.59936862591859,307.1424297254389,106.2749398463558,-34917.14157598076,-6410.2221800122015,6682.517486907234,84910.0
5,194.22603485809606,416.1735126316966,137.23457160156423,416.1735126316966,901.5755582820233,299.58651537748835,137.23457160156423,299.58651537748835,100.15408164807322,-34547.93116996339,-5829.973500055827,6858.549554096332,84610.0
6,234.45351198669582,459.51498651084364,146.07942144180285,459.51498651084364,909.462968754228,291.3109436950973,146.07942144180285,291.3109436950973,93.91907424845,-34151.48051479395,-5245.130523435596,7029.172608319408,84310.0
7,279.43677735321114,503.78802633074315,154.04702785418704,503.78802633074315,916.2754044561163,282.28442541577795,154.04702785418704,282.28442541577795,87.57929271217044,-33727.077240736544,-4655.997243603368,7194.04102318614,84010.0
8,329.50287664085744,548.9738071889226,161.03831805116283,548.9738071889226,921.9288846403074,272.472880984429,161.03831805116283,272.472880984429,81.14617554214853,-33273.95675121368,-4062.9026691132044,7352.782519738515,83710.0
9,385.01942459566465,595.0470071894662,166.9398774939704,595.0470071894662,926.3293340304035,261.8392575980038,166.9398774939704,261.8392575980038,74.6337388384019,-32791.297359781885,-3466.204716151369,7504.994932200216,83410.0
10,446.4005344499082,641.9737926555704,171.62134137830037,641.9737926555704,929.3710478128422,250.3433604282811,171.62134137830037,250.3433604282811,68.05922241088639,-32278.21481050608,-2866.294757050258,7650.242485450013,83110.0
11,514.113819029442,689.7092563908758,174.93222657911855,689.7092563908758,930.9348995020092,237.94171363903288,174.93222657911855,237.94171363903288,61.443906056793104,-31733.75608739118,-2263.6029627819457,7788.0514913973675,82810.0
12,588.6886885588638,738.1941442575036,176.69806257527867,738.1941442575036,930.8862447437737,224.58747469687674,176.69806257527867,224.58747469687674,54.81414668522822,-31156.89240173886,-1658.6046115247862,7917.905350329101,82510.0
13,670.7262236195361,787.3506502888985,176.71563861866338,787.3506502888985,929.0724663024507,210.23043708396204,176.71563861866338,210.23043708396204,48.20270403494623,-30546.511226263945,-1051.8275793548335,8039.23871652825,82210.0
14,760.9109688919947,837.0769848928177,174.74712944831776,837.0769848928177,925.3200972567643,194.8171736867807,174.74712944831776,194.8171736867807,41.65044627969245,-29901.40722091468,-443.86128621008237,8151.430653299581,81910.0
15,860.0250777750405,887.2403158119379,170.5127880575265,887.2403158119379,919.4314516433905,178.29139865934826,170.5127880575265,178.29139865934826,35.20855962150441,-29220.271866934218,164.63255496139297,8253.796558599577,81610.0
16,968.9653439844346,937.6675347725014,163.6817941565296,937.6675347725014,911.1806861031176,160.59466376264913,163.6817941565296,160.59466376264913,28.941432128217464,-28501.68159210314,772.9069392310445,8345.578585542682,81310.0
17,1088.7637887112917,988.1330954951569,153.8607107078379,988.1330954951569,900.3092157229087,141.66756281584472,153.8607107078379,141.66756281584472,22.93044769562737,-27744.08413069238,1380.1137426988066,8425.934207701795,81010.0
18,1220.6126360076112,1038.3428730147882,140.57881339956813,1038.3428730147882,886.5204182082995,121.4517056226501,140.57881339956813,121.4517056226501,17.279020363696443,-26945.7828161565,1985.2843122845509,8493.92248118699,80710.0
19,1365.8947090588551,1087.9125677636484,123.26929767157112,1087.9125677636484,869.4735937650777,99.8928576309968,123.26929767157112,99.8928576309968,12.119336475657475,-26104.918453348102,2587.3054765332254,8548.487425343095,80410.0
20,1526.2205167817403,1136.3385558470272,101.2450035902029,1136.3385558470272,848.7772237252849,76.94585135641312,101.2450035902029,76.94585135641312,7.621474373986494,-25219.448361902756,3184.8896511230405,8588.437769366374,80110.0
21,1703.4735656092787,1182.9581690063198,73.66678457073087,1182.9581690063198,823.9817258194856,52.582205901866615,73.66678457073087,52.582205901866615,4.005873191728838,-24287.12212810638,3776.537253342871,8612.422075782299,79810.0
22,1899.8656963520853,1226.895016493624,39.50191419852123,1226.895016493624,794.5722058260449,26.801918158685904,39.50191419852123,26.801918158685904,1.5605793194195754,-23305.453559343267,4360.488993381454,8618.897928459994,79510.0
23,2118.004435711761,1266.9828866015832,-2.5311228623240773,1266.9828866015832,759.9622800002547,-0.3482564187041655,-2.5311228623240773,-0.3482564187041655,0.6654013904437152,-22271.688324160954,4934.664688837384,8606.093426183934,79210.0
24,2360.9742932957965,1301.6585869469627,-54.036618912047025,1301.6585869469627,719.4911271040827,-28.746308666473535,-54.036618912047025,-28.746308666473535,1.8262006386903078,-21182.766823589005,5496.583917231839,8571.958599296362,78910.0
25,2632.433246546085,1328.8091502568357,-117.04174860643792,1328.8091502568357,672.4279756808448,-58.15018343577243,-117.04174860643792,-58.15018343577243,5.72428187900208,-20035.28205654115,6043.261868812832,8514.103487790564,78610.0
26,2936.72351425311,1345.5510876072465,-194.13325052656742,1345.5510876072465,617.992121948083,-88.12658040383285,-194.13325052656742,-88.12658040383285,13.288653638840888,-18825.43277126354,6571.070855481889,8429.718368148666,78310.0
27,3278.9903532206686,1347.9070878991636,-288.6455442108252,1347.9070878991636,555.4040535365199,-117.93622182862151,-288.6455442108252,-117.93622182862151,25.803521508217774,-17548.973343686313,7075.553537276566,8315.469822246738,78010.0
28,3665.2901950422133,1330.3259609873214,-404.92109010435,1330.3259609873214,483.9978676406928,-146.34597869216614,-404.92109010435,-146.34597869216614,45.07103055484906,-16201.164201528567,7551.1671791760045,8167.363758225727,77710.0
29,4102.641610702458,1284.960392334236,-548.6710340287245,1284.960392334236,403.454271467324,-171.31556550285262,-548.6710340287245,-171.31556550285262,73.6621803655408,-14776.731445815984,7990.9277310582665,7980.562781129776,77410.0
30,4598.910825958331,1200.5682020035297,-727.4704209915801,1200.5682020035297,314.27264811567477,-189.46445972339643,-727.4704209915801,-189.46445972339643,115.31077046168788,-13269.854124078738,8385.905914599465,7749.140058165954,77110.0
31,5162.286160174981,1060.8304541637406,-951.4186945015831,1060.8304541637406,218.72379336039268,-195.1454031457783,-951.4186945015831,-195.1454031457783,175.54231563190172,-11674.217656706469,8724.501076234765,7465.744711416741,76810.0
32,5799.788196199269,841.7892052526835,-1233.9538870548517,841.7892052526835,122.7862990460956,-178.80007781852012,-1233.9538870548517,-178.80007781852012,262.69046135702524,-9983.21352478569,8991.376674338504,7121.145245049695,76510.0
33,6513.570418228393,508.06059545550886,-1592.638421685004,508.06059545550886,40.131725591406955,-123.98947593599908,-1592.638421685004,-123.98947593599908,389.5417849702413,-8190.453243718821,9165.876799569856,6703.611074768592,76210.0
34,7292.222457115971,7.763886753628732,-2049.167108152565,7.763886753628732,0.4243007828173367,-1.9945023323994011,-2049.167108152565,-1.9945023323994011,575.9301616805421,-6290.953499818855,9219.653349950055,6198.101842703406,75910.0
35,8091.027832525711,-732.1586861467748,-2626.1048172156657,-732.1586861467748,66.60883505711169,237.7897389907664,-2626.1048172156657,237.7897389907664,852.4379190993468,-4283.757363538569,9113.148783012795,5585.307578689994,75610.0
36,8789.481418839732,-1801.5042153477068,-3332.8969668804375,-1801.5042153477068,369.57919106734767,683.2586598981346,-3332.8969668804375,683.2586598981346,1263.8860032438752,-2177.6146282194004,8790.679485816192,4840.87103192255,75310.0
37,9112.132734901885,-3261.1162183160623,-4121.823553778446,-3261.1162183160623,1167.5296471338977,1475.3299312085094,-4121.823553778446,1475.3299312085094,1864.5841566794595,-2.933574544651193,8174.890319046521,3936.061762545649,75010.0
38,8543.90580082242,-4969.830959995303,-4781.231403233006,-4969.830959995303,2891.5752649199267,2781.483703220884,-4781.231403233006,2781.483703220884,2675.784339259903,2165.1731505682283,7165.711339056338,2843.721136846506,74710.0
39,6503.733534469466,-6208.912612044194,-4803.660948699196,-6208.912612044194,5929.062834002958,4586.6725530014455,-4803.660948699196,4586.6725530014455,3548.369635565459,4173.290070079331,5661.170920906178,1557.6807377423095,74410.0
40,3289.769207351436,-5649.439249090726,-3634.414931126922,-5649.439249090726,9705.924728998385,6243.356964972033,-3634.414931126922,6243.356964972033,4016.175473927678,5780.101423435525,3628.9429596202663,129.8888345065319,74110.0
41,717.0628582714593,-2954.8861405104703,-1619.7601680505502,-2954.8861405104703,12193.956013031577,6683.137549629158,-1619.7601680505502,6683.137549629158,3662.90553098327,6752.3240913654145,1201.044354566504,-1310.841716121003,73810.0
42,3.153913901664045,174.6193989615665,82.97005830882844,174.6193989615665,12189.007490328706,5803.671887895074,82.97005830882844,5803.671887895074,2763.4069104083424,7031.012609599272,-1358.0416956753506,-2620.7031384695024,73510.0
43,494.44752224152967,2288.5197016819166,960.2253311487048,2288.5197016819166,10602.068417871918,4449.023695299089,960.2253311487048,4449.023695299089,1867.0109462201322,6744.300287870212,-3818.87566114501,-3725.093476401832,73210.0
44,1260.4108095763359,3301.8322882622947,1232.024888619395,3301.8322882622947,8652.475444942162,3228.842332117752,1232.024888619395,3228.842332117752,1204.9458814190825,6073.187499527047,-6071.500931614365,-4621.717597213788,72910.0
45,1899.2040546007718,3621.5412176273567,1206.5352418209452,3621.5412176273567,6907.546942912292,2301.5684318039357,1206.5352418209452,2301.5684318039357,766.9322517071563,5162.875653417996,-8092.154567599638,-5339.757457342043,72610.0
46,2337.9550540624023,3584.5103723998755,1065.9826421058901,3584.5103723998755,5497.150902437854,1635.087320132359,1065.9826421058901,1635.087320132359,486.43311577676667,4109.807877341353,-9894.511962121938,-5912.77670647703,72310.0
47,2607.809064621369,3384.456554243134,894.6439150372571,3384.456554243134,4393.785624980243,1161.8148001913578,894.6439150372571,1161.8148001913578,307.33768123811217,2974.423470876749,-11503.150993498672,-6369.514951880949,72010.0
48,2755.1972016062527,3120.52142017956,727.0762128172702,3120.52142017956,3535.6888636192916,824.2426405337798,727.0762128172702,824.2426405337798,192.3246792506076,1794.3554502435165,-12943.100822923261,-6732.548838263665,71710.0
49,2818.525223735872,2841.009499885642,575.673291248913,2841.009499885642,2865.1312861043807,581.0714395656686,575.673291248913,581.0714395656686,118.07992378169665,593.3273614951411,-14236.565005192357,-7019.203553817351,71410.0
50,2825.4491718495187,2568.525908662917,443.5070532358132,2568.525908662917,2336.4951721271564,404.03816997056447,443.5070532358132,404.03816997056447,70.16872731617435,-613.444302977846,-15402.324349401337,-7242.776738755144,71110.0
51,2794.985536696637,2312.9169009740103,329.9512490495063,2312.9169009740103,1915.6039901564818,273.96101958837215,329.9512490495063,273.96101958837215,39.5570987726848,-1816.0371689923472,-16456.01596976305,-7413.571654261687,70810.0
52,2740.0256405664136,2077.7462279130723,233.0858071219073,2077.7462279130723,1577.2380265850998,177.72677200850634,233.0858071219073,177.72677200850634,20.489303095298787,-3007.8956187152176,-17410.628117177956,-7539.674576881674,70510.0
53,2669.2957726470213,1863.5315957042249,150.7002839655548,1863.5315957042249,1302.7788344994528,106.24973074690283,150.7002839655548,106.24973074690283,9.225490107338157,-4184.65201378769,-18276.9874928741,-7627.519152502529,70210.0
54,2588.7234867551697,1669.3710715927716,80.69071127349761,1669.3710715927716,1078.3807532379292,53.136109591299885,80.69071127349761,53.136109591299885,3.288609860358722,-5343.389268404477,-19064.175523809106,-7682.293083400468,69910.0
55,2502.3544349522,1493.7629942172134,21.195376123531194,1493.7629942172134,893.6413097133928,13.814724953703799,21.195376123531194,13.814724953703799,1.0086873252514765,-6482.168936185415,-19779.865707031488,-7708.232540187089,69610.0
56,2412.9610645789253,1335.01682164511,-29.379233690632063,1335.01682164511,740.6557682853601,-15.032767913510781,-29.379233690632063,-15.032767913510781,1.2418622985606094,-7599.722667799392,-20430.59141497561,-7708.83739494652,69310.0
57,2322.447246654871,1191.454140897788,-72.37586193013486,1191.454140897788,613.3478506228913,-35.849953093206466,-72.37586193013486,-35.849953093206466,3.1937047038653685,-8695.246478684861,-21021.9571395019,-7687.030465066758,69010.0
