,x,y,z,vx,vy,vz,time
0,4925.12188623435,-5204.597520887337,33.12754670836414,4.302664122412024,5.061704130952269,4.253184935263426,10
1,4925.111658262388,-5204.656736476177,33.01839792385414,4.302732750645474,5.061722231830866,4.253158487201046,10
2,4925.16948509654,-5204.669645844289,32.923137086545395,4.302678518722626,5.061762492422671,4.25315779945911,10
3,4925.162847157805,-5204.678825535185,32.91657243674317,4.302681882581613,5.061686513644803,4.2531893558929665,10
4,4925.127665753111,-5204.6163600557875,33.09230837029423,4.302694905473585,5.061643546174359,4.2531956527490005,10
5,4925.134355510987,-5204.571664724465,33.172956523043624,4.302700459213065,5.06165872128084,4.253190869039577,10
6,4925.101139263515,-5204.606240096767,33.13441798412389,4.302645297779085,5.061642738999171,4.253215666420551,10
7,4925.124433867903,-5204.609698654288,33.100220003747864,4.302677624440242,5.061751241333685,4.253162615278694,10
8,4925.13529246121,-5204.636279500089,33.03836508041028,4.302721520245675,5.061474768515116,4.253252465260025,10
9,4925.144134975796,-5204.63770754577,33.03178478177973,4.302677197348467,5.061611938614821,4.253221049293831,10
10,4925.127203309017,-5204.624047080249,33.081764100002744,4.302672506950051,5.061616166985031,4.253212951409909,10
11,4925.125814518067,-5204.656310067154,33.004385475859046,4.302688345179103,5.061609923165098,4.253215049087425,10
12,4925.143591957735,-5204.574498887259,33.15309870571145,4.3026589953916465,5.061704835209336,4.253186567561636,10
13,4925.127190072976,-5204.6690433158765,32.97323087682212,4.302711860612961,5.06169629661101,4.253174430535126,10
14,4925.140257041985,-5204.627643477167,33.05330266981361,4.30270406296489,5.061655560522574,4.253191298507301,10
15,4925.1465332161315,-5204.6621091714605,32.96776463582249,4.302652687642116,5.061560215371988,4.253239705852191,10
16,4925.1343494903385,-5204.683449514125,32.9425560262978,4.302704246040989,5.061659647524736,4.253185885504831,10
17,4925.190234336723,-5204.645251050553,32.969721494486606,4.302625496471408,5.061696342703781,4.253196335521157,10
18,4925.152354021827,-5204.690671696735,32.91064977416256,4.302662285953318,5.061684815623003,4.253194402195355,10
19,4925.141760907571,-5204.610745232481,33.09375041203127,4.302712024662338,5.061583360829429,4.2532154421040325,10
20,4925.178925528685,-5204.677360963215,32.90449033805479,4.302642650482265,5.061792274486947,4.253155855754139,10
21,4925.180783016174,-5204.659679099045,32.9474523887207,4.302691466752979,5.061622597810115,4.2532030448248035,10
22,4925.112951911993,-5204.609826747828,33.117328814800004,4.3027000641476745,5.061559954267329,4.253227936113926,10
23,4925.114480619377,-5204.6330089440125,33.06370109195111,4.302716723683489,5.061590599522416,4.253209136922325,10
24,4925.148708857595,-5204.606197466257,33.095797598971586,4.302675446395819,5.061612460528803,4.253215643586953,10
25,4925.115952383608,-5204.653888304762,33.03749364990169,4.302667268985903,5.061528908744453,4.253245799118696,10
26,4925.113365659968,-5204.6061404976435,33.12639574749417,4.302703972754395,5.061715175674516,4.253164806577242,10
27,4925.150063674682,-5204.648274836109,32.992349737027425,4.30269383936353,5.061584997246571,4.253219981316906,10
28,4925.128977742213,-5204.589448077028,33.14562527508138,4.302683368921568,5.061658405608362,4.2531917883207875,10
29,4925.1361569549645,-5204.631579212651,33.0420654691725,4.302680306831608,5.061677328489541,4.253190107911766,10
30,4925.126634555157,-5204.619615619729,33.08599438236109,4.302664717158984,5.061512571986329,4.253257554399836,10
31,4925.137793582989,-5204.623272225792,33.059393070361025,4.302696396722629,5.061628518081973,4.253203345636478,10
32,4925.152352250408,-5204.636465323904,33.01001970641174,4.302687661880189,5.06173293750049,4.253166448785581,10
33,4925.1491528751385,-5204.61233539106,33.07988328644967,4.302674767240527,5.06161358112747,4.253210404587455,10
34,4925.133753251721,-5204.714859055454,32.8695043562232,4.302657197204712,5.061577551149854,4.253230988291119,10
35,4925.165608472893,-5204.630171429932,33.02679856615547,4.30267166846559,5.06160488301522,4.25321329567773,10
36,4925.171706023981,-5204.649626387383,32.97620155913966,4.302686969514796,5.061610118368594,4.253217262740186,10
37,4925.093370572767,-5204.623409860775,33.10545413133982,4.302667920193592,5.061702623262368,4.2531846454340805,10
38,4925.129076965189,-5204.683283923044,32.94727191169172,4.302691522672312,5.061492943427443,4.253260421338538,10
39,4925.153553076265,-5204.6322692009435,33.03301283013567,4.302681933050914,5.061620908296492,4.253209107221782,10
40,4925.151760971799,-5204.58703810054,33.12937319158603,4.302650059388837,5.061643181058887,4.253213801750846,10
41,4925.139390742161,-5204.700966229083,32.89327275479553,4.302680793831969,5.06170685657444,4.253176933053716,10
42,4925.154740754675,-5204.6435772718705,33.01355180554132,4.302699523072314,5.061620938483654,4.253202325583873,10
43,4925.111033529826,-5204.6084706292795,33.122323693372614,4.302666531676773,5.061605768665348,4.253221071165683,10
44,4925.133251703085,-5204.559743366982,33.2064989086974,4.302682878614065,5.06151160222976,4.253251825730629,10
45,4925.146107180388,-5204.639644746851,33.02943008898816,4.302678183296926,5.061671110205774,4.253193089603249,10
46,4925.098471979399,-5204.583384150214,33.183198602226035,4.3026539675408,5.061661764036897,4.253198758855716,10
47,4925.15741194175,-5204.623722682174,33.04881059185599,4.302661991076939,5.061639497229792,4.2532028456822815,10
48,4925.1259321777925,-5204.6494644951545,33.0232789221079,4.302673293253468,5.06164784193496,4.253202509271266,10
49,4925.091348932298,-5204.5980391288385,33.16113903808208,4.302706227420825,5.061614799318376,4.253204048284099,10
