,x,y,z,vx,vy,vz,time
0,-6187.91171999402,2972.830953355109,71.10894769463049,-2.077713946878685,-4.4353722892417276,5.90903500122654,10
1,-6187.706227576798,2973.2396863778745,71.36398308619434,-2.077683877660974,-4.435373581106897,5.909040423552645,10
2,-6187.940902678872,2972.7786687625076,71.12714717815506,-2.0778234367840924,-4.435339295383714,5.909022677661933,10
3,-6187.937901509249,2972.780710459077,71.18093742770878,-2.077678912759082,-4.435383877014132,5.909035540292447,10
4,-6187.956584515036,2972.743823605681,71.11911003524118,-2.077650404744707,-4.435406845183561,5.909025701705048,10
5,-6187.909155989456,2972.830149137848,71.14072371838192,-2.077499452085592,-4.435442650190106,5.9090500801056045,10
6,-6188.006813079527,2972.6438160254643,71.03173960000562,-2.0776492386713628,-4.4353945869231275,5.909035195776648,10
7,-6188.118737505885,2972.414577701901,70.82245645839824,-2.077699122211879,-4.43537952228678,5.909029015863625,10
8,-6187.9320976011095,2972.7869902975,70.99036970090543,-2.077547722758649,-4.435426207377049,5.909046021090527,10
9,-6187.91480592149,2972.831375811949,71.08008844309295,-2.077696728895757,-4.435384302329625,5.909027278115542,10
10,-6187.808349401892,2973.04584110482,71.2871330926386,-2.0777720184318214,-4.435335298243648,5.909039515925216,10
11,-6187.896259008889,2972.8715426404674,71.16691399540831,-2.0777973827978413,-4.43534151189195,5.909026154073594,10
12,-6187.968822429299,2972.713083162695,71.0211319696172,-2.0776476397140353,-4.435382820224205,5.909043115782212,10
13,-6187.988382653738,2972.6706983355707,71.05832329301072,-2.077628282898996,-4.4354067624766795,5.909027810261123,10
14,-6188.06413851313,2972.5263220045103,70.87991950225472,-2.0778078264109205,-4.435314585498537,5.909039326959141,10
15,-6188.05764720411,2972.537848923802,70.92611717130374,-2.077709881879964,-4.4353857210371,5.909026009965255,10
16,-6187.952431831164,2972.751328586015,71.0909103916708,-2.0778346371657226,-4.435351522666044,5.909006301159332,10
17,-6188.2885404497265,2972.0718327750787,70.78986460920655,-2.0778242263743674,-4.435346832951929,5.90900884515684,10
18,-6188.012683037895,2972.626099875858,70.95556729333072,-2.077754755903266,-4.435382028597242,5.909010004043289,10
19,-6187.9930383023675,2972.6610069702433,71.07777038000053,-2.0776501013350313,-4.435390729720436,5.909038764030724,10
20,-6187.767939231944,2973.1184606220627,71.25665188755254,-2.077588197545012,-4.435409035364057,5.909050978312451,10
21,-6187.843729055794,2972.958505416132,71.20630093390308,-2.0776211582398134,-4.435418246779273,5.909025301255056,10
22,-6187.875080781453,2972.911717224096,71.09994681945665,-2.0777447201186594,-4.435377574469179,5.909021168457183,10
23,-6188.085791194433,2972.481425729,70.92637354305022,-2.077690347363616,-4.435381983806395,5.90903350825656,10
24,-6188.059912385314,2972.5453074247052,70.89337687122857,-2.0777124658396673,-4.435367122767172,5.909032517312058,10
25,-6187.884994665773,2972.8858833081354,71.10391267382042,-2.0775775140529738,-4.435417963056099,5.909044913263763,10
26,-6188.151641467944,2972.3582772773875,70.87274327492646,-2.077701796257478,-4.435387636713183,5.909023780762453,10
27,-6187.930495783315,2972.792979329428,71.03102771553999,-2.077704253258192,-4.435379623079914,5.90902784611892,10
28,-6187.939491594291,2972.7786380074663,71.10869087676399,-2.0777462940214115,-4.435347656988842,5.909040729864953,10
29,-6187.891196838499,2972.880320540758,71.17689154760588,-2.0777565435507297,-4.4353474258249115,5.909035491936295,10
30,-6188.03255411004,2972.5925605430734,70.89684462369459,-2.077747327897558,-4.435355402514463,5.909033588329481,10
31,-6187.941747877121,2972.767901611805,71.08437427595054,-2.077690080341338,-4.4353898294108705,5.909024663988376,10
32,-6187.993032792538,2972.6707444673616,71.08470918828175,-2.0777891686564143,-4.435365880091764,5.909007147345168,10
33,-6187.928765034442,2972.8013028053692,71.03697837923015,-2.0777043247424274,-4.435359543457232,5.909041642107266,10
34,-6187.8971507952765,2972.85585203236,71.19723591671038,-2.0777985955227782,-4.435376796246579,5.908997390440858,10
35,-6187.952460233439,2972.7487717251342,71.09454627167227,-2.0776794798873617,-4.435380499684009,5.909036873178355,10
36,-6187.826774821121,2973.002369392559,71.24761928255114,-2.077657705847179,-4.435374525147583,5.909047229586762,10
37,-6188.06923792777,2972.522099613764,70.88283205680968,-2.0778230313673562,-4.435344152885171,5.909012429504709,10
38,-6188.014344298338,2972.630787579077,71.03206955271278,-2.077806307960227,-4.435328073969576,5.909028096325807,10
39,-6187.8728526962905,2972.9131301213865,71.0810114330261,-2.077648201022665,-4.43538717791928,5.909039234895239,10
40,-6187.655559718326,2973.352859928236,71.36791687340131,-2.077702009814857,-4.4353921807051835,5.9090192265572234,10
41,-6188.072793237008,2972.5175459723746,70.93791405189066,-2.077844122920418,-4.435333182623792,5.9090159655155805,10
42,-6187.922417524181,2972.8014484556734,71.1028645625214,-2.0776500627287033,-4.435389677275912,5.909041720805823,10
43,-6187.897029404989,2972.848094229418,71.0355722384825,-2.077614386030968,-4.435398272045358,5.909045227842962,10
44,-6187.975577742226,2972.7095252737317,71.00956756335974,-2.0778434913158983,-4.435329828258836,5.909018305855334,10
45,-6187.923071810764,2972.8066938559205,71.16772840145791,-2.077618547906651,-4.4354009485465555,5.909043918138271,10
46,-6188.005767708006,2972.641300534064,70.98169503758426,-2.0776409957443236,-4.4353744778839275,5.909052131006174,10
47,-6188.0047962342605,2972.648023010393,71.02497469328974,-2.077693760417573,-4.43538724782234,5.909022661925979,10
48,-6187.904952632448,2972.8548346242533,71.11300005277917,-2.077822211528182,-4.435325962642101,5.909025762357299,10
49,-6187.972007491984,2972.7214437273287,71.0242185523552,-2.0776759495587114,-4.435362928783249,5.909052566627559,10
50,-6187.97342466143,2972.7018369082866,71.08948585876026,-2.0778138313791796,-4.435330761184589,5.90902664911651,10
51,-6187.873955896118,2972.9133304587263,71.17933834920308,-2.0777075249271424,-4.435369056243587,5.909035470214274,10
52,-6187.915932522131,2972.816730832755,71.16669934645508,-2.0776299375519254,-4.435400808321631,5.909043108479486,10
53,-6187.906406602794,2972.840480632191,71.19637775101943,-2.0777009725749105,-4.435377516681,5.909030670080642,10
54,-6188.000496906,2972.6492103476317,71.01807883100834,-2.077579767504091,-4.43540396614291,5.909047689788981,10
55,-6187.848566065338,2972.9531019245705,71.06840871418943,-2.0777009122024297,-4.435378644049282,5.909033337109145,10
56,-6187.968293829679,2972.7242277946593,71.06777206116477,-2.077743793752001,-4.435347955778235,5.909043929986553,10
57,-6187.997399599802,2972.6631280238103,70.98391964199425,-2.0777039935824204,-4.435392026009271,5.909021372740822,10
58,-6188.063921699169,2972.5223746276556,70.91152077734625,-2.077642796025907,-4.4353828130236925,5.9090456548089145,10
59,-6187.7378513501435,2973.173946007456,71.38056192011675,-2.0776317144604133,-4.435399996927491,5.909041180699501,10
60,-6188.131821968939,2972.3977223842858,70.86663949471695,-2.077829830910093,-4.435334497278697,5.909014203273075,10
61,-6187.764252721129,2973.1225746451673,71.27382507031298,-2.0776464761549294,-4.4353980936110755,5.909038423901894,10
62,-6187.845023920852,2972.9593252974632,71.21332999443175,-2.0776723801350157,-4.435360857535826,5.9090495131983305,10
63,-6187.730124885699,2973.190289256092,71.37164128198305,-2.0775560395623023,-4.435412555649652,5.909053283510092,10
64,-6187.954206485093,2972.741087601553,71.1020660117709,-2.0776647015998653,-4.435396469656871,5.909031885392143,10
65,-6188.088933962887,2972.4752777166,70.89253154249302,-2.0777029436364822,-4.4353465090779585,5.909058484318567,10
66,-6187.82666020794,2973.0059308821897,71.1424895303596,-2.077761770597198,-4.435358312904671,5.909024961795178,10
67,-6187.8834382967725,2972.8862043745426,71.13013086461119,-2.077650959096964,-4.435428743179897,5.909014070315829,10
68,-6188.151329727305,2972.3576251308536,70.846756229425,-2.0777526955014376,-4.435356129887816,5.909028793720926,10
69,-6187.962304109147,2972.7330760418454,71.15426209107439,-2.077660569202211,-4.435387849906716,5.90903179740565,10
70,-6187.893976103959,2972.867443486067,71.15794351995707,-2.0778458527727532,-4.435350080872513,5.909005220041349,10
71,-6187.999851083096,2972.655196443811,71.00115103559929,-2.0777580499027706,-4.43536437900916,5.909024464179077,10
72,-6187.967540177554,2972.719221332985,71.06854509137032,-2.077834858133243,-4.435330993105557,5.90902138285658,10
73,-6187.984877593769,2972.679878723619,71.0492894823832,-2.077714404986036,-4.435372196270968,5.909029138974607,10
74,-6187.773137745212,2973.108330987347,71.29746483067018,-2.0777668263584768,-4.435361349020178,5.9090210413850635,10
75,-6187.877520463416,2972.907027299373,71.17792964310271,-2.0777302224306053,-4.435369557192998,5.9090263938832335,10
76,-6187.872285820361,2972.902975286252,71.22228318123634,-2.077639840978057,-4.435384715548516,5.909046866264589,10
77,-6188.142746759732,2972.3647936938305,70.85156232855793,-2.077648380850538,-4.435396942801538,5.909034847048391,10
78,-6187.928831361743,2972.797376563083,71.03824212334503,-2.07774016751401,-4.435375884737511,5.909021765071701,10
79,-6188.048207357965,2972.558018513459,71.01654341347313,-2.0776135743013433,-4.435403710764666,5.909043360007752,10
80,-6187.971506949198,2972.7090249069065,71.12282436908096,-2.0776123704052645,-4.435407942591622,5.909037835180409,10
81,-6188.028596389981,2972.5921751967817,71.01657607899305,-2.0776537774318546,-4.4353889631096,5.909034355440598,10
82,-6187.779779638191,2973.093291643577,71.27921370249355,-2.0776978209363057,-4.4353770966509005,5.9090330874297745,10
83,-6187.967237177605,2972.724089639502,71.06817952309422,-2.0776598026413335,-4.435411171868311,5.909023205397564,10
84,-6188.024521091713,2972.6061939002925,70.98558887475757,-2.07765273965322,-4.435399611119765,5.909033518051468,10
85,-6188.151442778218,2972.342250511111,70.76658717279484,-2.077687153321503,-4.435401957104987,5.909018809604088,10
86,-6188.172968266948,2972.3015074815994,70.81846229242119,-2.0777008894529594,-4.435387548057356,5.9090209870951735,10
87,-6187.856241826426,2972.939556117433,71.19722228299291,-2.0776755536903946,-4.435384767615082,5.909032519624595,10
88,-6188.012829493138,2972.6270354027497,70.98683485202942,-2.0776569561392386,-4.4353833153422,5.9090393766669,10
89,-6188.08273465016,2972.4799172997637,70.89303394044452,-2.077686790601697,-4.435386176035619,5.9090281397616895,10
90,-6188.091645982334,2972.470204707901,70.96026762858008,-2.077707872155039,-4.435375535317425,5.909025839948647,10
91,-6187.885811240822,2972.874071599905,71.13462069515964,-2.0777170691653777,-4.435368682713277,5.909031365610053,10
92,-6187.954785342691,2972.7486884709324,71.06773216067172,-2.077640865345546,-4.435381717250954,5.909046933809094,10
93,-6187.973599406537,2972.700126286077,70.98859873674984,-2.0776322305592503,-4.435409893993463,5.909034933344264,10
94,-6187.917865888775,2972.818746177158,71.06071672062146,-2.0777598099292702,-4.435366203865977,5.909021035578976,10
95,-6187.879946070352,2972.896240084145,71.19550142607382,-2.077635430372971,-4.435377205298093,5.909053900457285,10
96,-6187.837401409732,2972.978696274084,71.18131249116792,-2.0777641082634295,-4.435358011052077,5.909020136488529,10
97,-6188.005377888346,2972.643168519313,70.89422625332551,-2.0776140488842287,-4.435400474548992,5.909048198534928,10
98,-6187.885673936175,2972.8818391334958,71.10084938584146,-2.0777310259548583,-4.435359555617363,5.909034789221841,10
99,-6187.775640457715,2973.1120911287803,71.2190660795112,-2.0776399099530583,-4.4354070271966055,5.90902911764295,10
100,-6460.265935762598,1503.514784410747,1807.395152786129,0.2771822239721955,-5.268998585324349,5.559502570738382,310
101,-6460.059949403486,1503.8996443081858,1807.637395915743,0.27716251133904546,-5.269156286330641,5.559410499555776,310
102,-6460.328969256278,1503.476244408148,1807.40917483549,0.27705924900086204,-5.268938903056403,5.5594899595462035,310
103,-6460.281758571658,1503.4643957948822,1807.4635408836552,0.27721222850053207,-5.268987295354744,5.559479322198457,310
104,-6460.290141799661,1503.422459161003,1807.4020763109409,0.2772548330627979,-5.268998419075412,5.559490688793487,310
105,-6460.196969440061,1503.4920944724297,1807.429140186598,0.2774165600217997,-5.269075069668312,5.5594991413859365,310
106,-6460.337570983511,1503.331661680959,1807.3223331512831,0.2772716690863398,-5.2689498015852685,5.559531732818324,310
107,-6460.458776804492,1503.1196936660663,1807.122825377437,0.2772574912709463,-5.268850194712676,5.559603167176046,310
108,-6460.232263019797,1503.4559346517165,1807.2857480342013,0.27738548268434515,-5.269045833241493,5.559548537476665,310
109,-6460.263493637807,1503.5115606051838,1807.3655417243453,0.2772038503399773,-5.269011309921535,5.55950478859417,310
110,-6460.186388001147,1503.7291574737824,1807.5650348966522,0.27708032527202814,-5.269038378881444,5.559444074564334,310
111,-6460.278180956275,1503.5630461220935,1807.4476439117175,0.27707711088772463,-5.268977559627944,5.559477011400762,310
112,-6460.299580943509,1503.3999956080334,1807.314429685674,0.27727332918152414,-5.268968292143556,5.559540566941027,310
113,-6460.312877982216,1503.353064340611,1807.3451507577759,0.2772934800586003,-5.268973946468679,5.5595136508561795,310
114,-6460.440478048213,1503.2448859829742,1807.1803653006161,0.27712198101535884,-5.268825229802225,5.5595946158627,310
115,-6460.404093316447,1503.2343312523599,1807.2199006871472,0.27722598436422563,-5.268900972426978,5.559562661906908,310
116,-6460.3427958917655,1503.446661942933,1807.3700608419365,0.2770556207315788,-5.268941500864522,5.5594871441971385,310
117,-6460.662444180938,1502.8076514140214,1807.08699300483,0.27713973718157764,-5.268675905540835,5.559607474041529,310
118,-6460.374445169727,1503.3186854267851,1807.242980189845,0.277169950391542,-5.26893035658794,5.559536438558223,310
119,-6460.324528777134,1503.3489193156875,1807.3668781144588,0.2772663764543338,-5.2689527214627025,5.55951853081728,310
120,-6460.08893212989,1503.7742286197442,1807.5388759898779,0.27728789224479705,-5.269149758460105,5.559456835374556,310
121,-6460.171685025241,1503.6208294430785,1807.4839455468464,0.2772693943090832,-5.269095958091636,5.55945371269763,310
122,-6460.239957510571,1503.5894259455129,1807.3824985540423,0.27714489396292413,-5.269034331023567,5.559491707167055,310
123,-6460.4255274277575,1503.1823182749438,1807.222431933187,0.27724927357117163,-5.268875286889423,5.559570649259674,310
124,-6460.407404268448,1503.2470332467008,1807.1909005219088,0.2772227927012125,-5.268885403078967,5.55958075590891,310
125,-6460.197524638686,1503.5521950940047,1807.3928739463574,0.27733098178354976,-5.269070891141888,5.559508093100795,310
126,-6460.492907275615,1503.064922812568,1807.1691055833758,0.2772473983736435,-5.268831147170797,5.5595835124277695,310
127,-6460.280020272474,1503.4764469845418,1807.3192832957775,0.27720609276426417,-5.268994249762716,5.559522514725208,310
128,-6460.303321766488,1503.473179071824,1807.396820420707,0.2771468365973404,-5.2689516054919014,5.559510841938624,310
129,-6460.260688614646,1503.5693556682731,1807.4597272752949,0.2771203403386837,-5.268988377192567,5.559481006505181,310
130,-6460.391195088407,1503.2949002410141,1807.1944297167215,0.27718398948192363,-5.268892876502459,5.559579912737678,310
131,-6460.287192711704,1503.4499904373768,1807.3688723497921,0.2772163932967196,-5.268992576074653,5.559501575812072,310
132,-6460.368201815473,1503.3664312110575,1807.3645006700394,0.2771099335993077,-5.268924765169328,5.559490765993984,310
133,-6460.278849943318,1503.4903975249492,1807.3290221056661,0.2772020295165749,-5.268977145703073,5.559533957449837,310
134,-6460.278843646387,1503.5376001165143,1807.467789486034,0.27707881973397835,-5.2690062459742535,5.559438598084263,310
135,-6460.294714687084,1503.434850601975,1807.3821490228001,0.27722584632327474,-5.268975379471297,5.5595102262948055,310
136,-6460.167891089765,1503.675707320274,1807.5296447168548,0.2772161457073411,-5.269066421054445,5.559461719852487,310
137,-6460.450318788051,1503.2323973589175,1807.1752587674919,0.2771054345978692,-5.268850278083212,5.559568792077233,310
138,-6460.39388775939,1503.339984624971,1807.3209831440636,0.2770971954918787,-5.268873172449446,5.559530391948871,310
139,-6460.207502763296,1503.5872424494823,1807.3696472055872,0.2772537585720621,-5.269049752006798,5.559512150099733,310
140,-6460.016742781173,1504.0009183239442,1807.634750886244,0.2771352853643454,-5.269217306775371,5.559387299262966,310
141,-6460.461321339967,1503.231841742773,1807.228560262144,0.2770734075468015,-5.268834001962042,5.559554688324915,310
142,-6460.256004242652,1503.481323207776,1807.3912212521457,0.27725714578908467,-5.269007799133669,5.559509205877571,310
143,-6460.2189687116315,1503.52196069904,1807.3283004577918,0.27730525323736593,-5.2690403317275365,5.559532490631319,310
144,-6460.367288544471,1503.4135564217133,1807.2967049669596,0.2770565088502465,-5.268906052264016,5.559527698283423,310
145,-6460.248178399984,1503.4832795254013,1807.453273695224,0.2772805990156413,-5.26901815427252,5.559488905474821,310
146,-6460.333146702927,1503.3348334746745,1807.2798891447048,0.27728786894377244,-5.268932734897443,5.559564280068187,310
147,-6460.3492812635195,1503.3379776218771,1807.3123235200358,0.27722380658698015,-5.268942808939417,5.559523310674385,310
148,-6460.293650235058,1503.551813475698,1807.3965635346697,0.2770574253497887,-5.268957006449177,5.55949604075654,310
149,-6460.312432887241,1503.4143280593282,1807.3203099910918,0.27723595828797587,-5.26894857799916,5.559550371194988,310
150,-6460.356538701498,1503.4059947854835,1807.374727941758,0.27708135648841303,-5.268903572358804,5.559507296060817,310
151,-6460.228577316233,1503.593688074352,1807.4618366147622,0.277173585051857,-5.269024944113247,5.559477615499362,310
152,-6460.244481420287,1503.4926864673923,1807.4520318145383,0.277269204679654,-5.2690223546622335,5.5594882279977496,310
153,-6460.25793752194,1503.5225501660195,1807.4766336090752,0.2771843010347773,-5.2690043780677005,5.559468392272953,310
154,-6460.309317475558,1503.333330534147,1807.3128537036625,0.27735151833880173,-5.268965913364439,5.55954546258413,310
155,-6460.199471000795,1503.6272920334825,1807.3559417974384,0.27719873444677484,-5.269057478731219,5.559510653766828,310
156,-6460.330211627622,1503.4218214925133,1807.3591360947823,0.27715657213410416,-5.268931147597673,5.559529191843516,310
