,x,y,z
333,-4255.264981577994,4725.181313793784,2733.381663039778
334,-1037.6823813641693,6913.358207208459,-441.54023771952365
335,3245.31126151734,-6180.135775409251,780.1445775885993
336,-3193.9924910520176,442.16442707906015,-6535.639987880795
337,-1752.6140667293798,-7274.343300151193,2741.830402137269
338,-3014.115715052916,6375.36077487788,1721.281687413596
339,801.0062647025561,1356.4800956275226,7003.147439032566
340,801.0062647025561,1356.4800956275226,7003.147439032566
341,2281.8053769352946,-2577.0708602168147,-6413.0621801624975
342,-272.8222069273872,3057.6997637607387,6571.525390621487
343,-3210.764131213628,6127.4037996624575,117.86448251665
344,-3210.764131213628,6127.4037996624575,117.86448251665
345,-2900.358159673327,2300.7787787491175,5987.372627220757
346,-1628.7806766688527,6044.198453963981,2953.8145152798634
347,-1628.7806766688527,6044.198453963981,2953.8145152798634
348,-4555.718728319463,5194.4916686931665,344.21795921745695
349,3301.3357458996447,3514.3451164054345,-5571.674159893885
350,4884.832371264458,-3829.4874417007786,3133.506057060307
351,4884.832371264458,-3829.4874417007786,3133.506057060307
352,-3285.516097326373,-5170.239621640888,3221.5559108305206
353,-1362.008074029021,-1316.113625902427,7160.237178929341
354,-1713.1356633936816,6671.8960621669985,639.809292165936
355,35252.0273642006,-23938.756952096708,-4520.613969739653
356,1965.9257147414205,-7446.921600351147,-3802.2927591770094
357,1965.9257147414205,-7446.921600351147,-3802.2927591770094
358,-1088.7025808734372,-1787.6151307107682,-6752.563736446284
359,-1088.7025808734372,-1787.6151307107682,-6752.563736446284
360,-2150.7756393495774,6670.431781010114,-1534.4471900865146
361,-100.79341462405694,6037.592400469694,3381.703692479911
362,-100.79341462405694,6037.592400469694,3381.703692479911
363,3571.627756889464,-1758.9742243699998,6018.198732133783
364,-1876.5779532844062,4463.836073285408,-5004.078379637527
365,-1876.5779532844062,4463.836073285408,-5004.078379637527
366,-4306.913123572175,-3978.399411338681,3676.2207360778384
367,7302.495005592401,-306.8664683377557,-250.788040058783
368,7302.495005592401,-306.8664683377557,-250.788040058783
369,1129.0540318547708,-5504.273213174126,-4167.779958561311
370,-1468.665779558572,5763.958607923589,3537.494291467392
371,35153.35797779125,-23467.093179339856,-2298.096809176727
372,35153.35797779125,-23467.093179339856,-2298.096809176727
373,-1987.7373436869543,6431.623527196996,2582.092312500119
374,1823.3775078818303,10494.575501687983,-4486.766188708512
375,1823.3775078818303,10494.575501687983,-4486.766188708512
376,-1987.7373436869543,6431.623527196996,2582.092312500119
377,-2105.963005556581,6778.741704888879,-1057.8458195898168
378,2961.4628909418443,-2172.2155482379153,6971.374850302469
379,-1103.320252168484,5537.920577052907,3699.646271641748
380,16783.669111341176,-19929.79436792535,-4058.745739432581
381,16783.669111341176,-19929.79436792535,-4058.745739432581
382,-6763.511673659156,-449.5171558276708,-1134.7866507309684
383,-1823.5375991123487,5591.665573667906,3645.7660780336355
384,-1823.5375991123487,5591.665573667906,3645.7660780336355
385,1280.36360288887,5700.359046404325,3709.12505297211
386,2971.4233957317424,-3976.620981444523,5059.6149280420295
387,1738.2862426688232,-4818.183524601583,4671.323497770043
388,-1886.5597610364305,-5930.534907750531,-3531.531609420554
389,-6245.935119704712,650.1713663157145,-1840.6907277711834
390,-6152.598436030691,2868.860664562531,1324.488075913171
391,-6152.598436030691,2868.860664562531,1324.488075913171
392,981.1750628727797,5639.047328574889,3888.9543507625003
393,46.44593539867101,5692.805527199365,3934.8806421737854
394,-6505.485058657999,181.8385508140969,-2818.9859297586413
395,5018.822174573513,-1920.796381298395,4400.541483552636
396,-947.0609190216678,-3192.3405535804427,6263.869453467019
397,6721.068753551787,-224.69546536234597,1618.026238789288
398,-544.6687121850217,-4173.880239830868,-5599.720370825085
